Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,gamma,input_layer,lr,optimizer,output_layer,accuracy,lr_distribution,direction,number,gamma_distribution,state,input_layer_distribution,output_layer_distribution,datetime_complete,datetime_start,optimizer_distribution
2022-04-16 10:48:11,26ms,dfbdf6a26dca481d820c387249aaa0d6,0,LOCAL,./run_nn.py,andy,FINISHED,0.0012885859271622047,32,26.8565002099031,SGD,24,0.6016597510373444,"LogUniformDistribution(high=500.0, low=5e-05)",MAXIMIZE,0,"LogUniformDistribution(high=0.1, low=0.001)",COMPLETE,"IntUniformDistribution(high=32, low=16, step=1)","IntUniformDistribution(high=25, low=5, step=1)",2022-04-16 10:48:11.865608,2022-04-16 10:47:53.454689,"CategoricalDistribution(choices=('Adam', 'Adadelta', 'RMSprop', 'SGD'))"
2022-04-16 10:52:13,20ms,281be79d421f441b88d79d60eb87cedc,19,LOCAL,./run_nn.py,andy,FINISHED,0.05539274377284247,19,0.5917012105239307,Adam,5,0.5,"LogUniformDistribution(high=500.0, low=5e-05)",MAXIMIZE,19,"LogUniformDistribution(high=0.1, low=0.001)",PRUNED,"IntUniformDistribution(high=32, low=16, step=1)","IntUniformDistribution(high=25, low=5, step=1)",2022-04-16 10:52:13.767119,2022-04-16 10:52:12.693360,"CategoricalDistribution(choices=('Adam', 'Adadelta', 'RMSprop', 'SGD'))"
2022-04-16 10:52:14,17ms,80cd044874af41f5ae78db8733932275,20,LOCAL,./run_nn.py,andy,FINISHED,0.03008776515930712,18,0.00424809632344079,RMSprop,22,0.46153846153846156,"LogUniformDistribution(high=500.0, low=5e-05)",MAXIMIZE,20,"LogUniformDistribution(high=0.1, low=0.001)",PRUNED,"IntUniformDistribution(high=32, low=16, step=1)","IntUniformDistribution(high=25, low=5, step=1)",2022-04-16 10:52:14.799127,2022-04-16 10:52:13.792508,"CategoricalDistribution(choices=('Adam', 'Adadelta', 'RMSprop', 'SGD'))"
2022-04-16 10:50:43,22ms,00f4f14cc9c74da6a151a17aa4f5a520,8,LOCAL,./run_nn.py,andy,FINISHED,0.0017381308171312004,26,6.246686841561791,Adadelta,7,0.46153846153846156,"LogUniformDistribution(high=500.0, low=5e-05)",MAXIMIZE,8,"LogUniformDistribution(high=0.1, low=0.001)",PRUNED,"IntUniformDistribution(high=32, low=16, step=1)","IntUniformDistribution(high=25, low=5, step=1)",2022-04-16 10:50:43.920680,2022-04-16 10:50:42.607056,"CategoricalDistribution(choices=('Adam', 'Adadelta', 'RMSprop', 'SGD'))"
2022-04-16 10:50:20,21ms,54b757748f22429d8a526877cf070ea4,4,LOCAL,./run_nn.py,andy,FINISHED,0.001559342286933943,27,0.000702566981655504,RMSprop,17,0.4315352697095436,"LogUniformDistribution(high=500.0, low=5e-05)",MAXIMIZE,4,"LogUniformDistribution(high=0.1, low=0.001)",COMPLETE,"IntUniformDistribution(high=32, low=16, step=1)","IntUniformDistribution(high=25, low=5, step=1)",2022-04-16 10:50:20.679267,2022-04-16 10:49:53.595284,"CategoricalDistribution(choices=('Adam', 'Adadelta', 'RMSprop', 'SGD'))"
2022-04-16 10:50:44,20ms,d302de0d127a4aeab78c57448155517e,9,LOCAL,./run_nn.py,andy,FINISHED,0.019049131140857666,25,2.45447982456615,SGD,14,0.4230769230769231,"LogUniformDistribution(high=500.0, low=5e-05)",MAXIMIZE,9,"LogUniformDistribution(high=0.1, low=0.001)",PRUNED,"IntUniformDistribution(high=32, low=16, step=1)","IntUniformDistribution(high=25, low=5, step=1)",2022-04-16 10:50:44.592721,2022-04-16 10:50:43.948060,"CategoricalDistribution(choices=('Adam', 'Adadelta', 'RMSprop', 'SGD'))"
2022-04-16 10:52:11,20ms,56eb9153aabf444794fa90efb89f3707,17,LOCAL,./run_nn.py,andy,FINISHED,0.07191957302370709,16,0.0003242643504427798,RMSprop,17,0.38461538461538464,"LogUniformDistribution(high=500.0, low=5e-05)",MAXIMIZE,17,"LogUniformDistribution(high=0.1, low=0.001)",PRUNED,"IntUniformDistribution(high=32, low=16, step=1)","IntUniformDistribution(high=25, low=5, step=1)",2022-04-16 10:52:11.313144,2022-04-16 10:52:10.543700,"CategoricalDistribution(choices=('Adam', 'Adadelta', 'RMSprop', 'SGD'))"
2022-04-16 10:52:09,18ms,aee28331d3644239bf130afba9299bd2,15,LOCAL,./run_nn.py,andy,FINISHED,0.040695525038030596,18,0.002819087273439304,RMSprop,17,0.38461538461538464,"LogUniformDistribution(high=500.0, low=5e-05)",MAXIMIZE,15,"LogUniformDistribution(high=0.1, low=0.001)",PRUNED,"IntUniformDistribution(high=32, low=16, step=1)","IntUniformDistribution(high=25, low=5, step=1)",2022-04-16 10:52:09.561656,2022-04-16 10:52:08.752109,"CategoricalDistribution(choices=('Adam', 'Adadelta', 'RMSprop', 'SGD'))"
2022-04-16 10:50:21,19ms,77698f94d62b4e95ae013306180e1239,5,LOCAL,./run_nn.py,andy,FINISHED,0.020926254821472267,30,60.539381150211135,RMSprop,13,0.38461538461538464,"LogUniformDistribution(high=500.0, low=5e-05)",MAXIMIZE,5,"LogUniformDistribution(high=0.1, low=0.001)",PRUNED,"IntUniformDistribution(high=32, low=16, step=1)","IntUniformDistribution(high=25, low=5, step=1)",2022-04-16 10:50:21.936839,2022-04-16 10:50:20.707302,"CategoricalDistribution(choices=('Adam', 'Adadelta', 'RMSprop', 'SGD'))"
2022-04-16 10:49:53,18ms,1edaf9b443b4474c8551ba9f9c4a679d,3,LOCAL,./run_nn.py,andy,FINISHED,0.006031258263861368,26,0.010511073680349614,SGD,9,0.36099585062240663,"LogUniformDistribution(high=500.0, low=5e-05)",MAXIMIZE,3,"LogUniformDistribution(high=0.1, low=0.001)",COMPLETE,"IntUniformDistribution(high=32, low=16, step=1)","IntUniformDistribution(high=25, low=5, step=1)",2022-04-16 10:49:53.571217,2022-04-16 10:49:36.707417,"CategoricalDistribution(choices=('Adam', 'Adadelta', 'RMSprop', 'SGD'))"
2022-04-16 10:50:42,16ms,673bf5a775a84a2089e5e93c5a81653d,7,LOCAL,./run_nn.py,andy,FINISHED,0.011085132906112509,22,64.72896696681767,SGD,8,0.3076923076923077,"LogUniformDistribution(high=500.0, low=5e-05)",MAXIMIZE,7,"LogUniformDistribution(high=0.1, low=0.001)",PRUNED,"IntUniformDistribution(high=32, low=16, step=1)","IntUniformDistribution(high=25, low=5, step=1)",2022-04-16 10:50:42.584368,2022-04-16 10:50:42.029877,"CategoricalDistribution(choices=('Adam', 'Adadelta', 'RMSprop', 'SGD'))"
2022-04-16 10:52:12,19ms,11caff3ee1c140e18c2d6867df0fb95a,18,LOCAL,./run_nn.py,andy,FINISHED,0.02784362551676263,23,0.033647121116541556,Adadelta,21,0.11538461538461539,"LogUniformDistribution(high=500.0, low=5e-05)",MAXIMIZE,18,"LogUniformDistribution(high=0.1, low=0.001)",PRUNED,"IntUniformDistribution(high=32, low=16, step=1)","IntUniformDistribution(high=25, low=5, step=1)",2022-04-16 10:52:12.668124,2022-04-16 10:52:11.339379,"CategoricalDistribution(choices=('Adam', 'Adadelta', 'RMSprop', 'SGD'))"
2022-04-16 10:51:41,27ms,cd847444f87f4a54bea3624d541bd120,13,LOCAL,./run_nn.py,andy,FINISHED,0.09600023021478761,16,5.685376106979565e-05,RMSprop,23,0.11538461538461539,"LogUniformDistribution(high=500.0, low=5e-05)",MAXIMIZE,13,"LogUniformDistribution(high=0.1, low=0.001)",PRUNED,"IntUniformDistribution(high=32, low=16, step=1)","IntUniformDistribution(high=25, low=5, step=1)",2022-04-16 10:51:41.952996,2022-04-16 10:51:41.077866,"CategoricalDistribution(choices=('Adam', 'Adadelta', 'RMSprop', 'SGD'))"
